ID,Birth Year,Education,Marital Status,Income,Kids at Home,Teenagers at Home,Customer Enrolment Data,Recency,Complains,Amt_Wines_2Yrs,Amt_Fruits_2Yrs,Amt_Meat_Prod_2Yrs,Amt_Fish_Prod_2Yrs,Amount_Sweet_Prod_2Yrs,Amount_Gold_Prod_2Yrs,Purchases with Disc.,Off._  Accpt_Cmp1,Off._  Accpt_Cmp2,Off._  Accpt_Cmp3,Off._  Accpt_Cmp4,Off._  Accpt_Cmp5,Off._  Accpt_Last_Cmp,No. of Web Purchases,No. of Catalogue Purchases,No.  Of Store Purchases,No. of Web Visits Last Month
1010,1977,Graduation,Together,"? 46,931",2,1,24-04-2014,94,0,41,0,17,3,1,16,2,0,0,0,0,0,0,1,1,3,3
8977,1985,Basic,Single,"? 16,581",0,0,12-01-2013,51,0,1,3,4,2,3,11,1,0,0,0,0,0,0,0,0,3,4
4756,1952,2N Cycle,Divorced,"? 63,998",0,0,20-12-2013,42,0,176,29,818,0,33,112,1,0,0,0,0,0,1,7,6,11,4
3412,1951,Master,Married,"? 67,381",0,1,15-01-2013,67,0,815,8,53,11,0,70,4,0,0,0,1,0,0,2,2,9,7
606,1967,Graduation,Single,"? 25,930",1,1,10-10-2013,87,0,6,1,2,2,0,4,1,0,0,0,0,0,0,1,0,2,7
5961,1978,Graduation,Married,"? 42,693",1,0,07-06-2014,29,0,8,4,20,6,3,16,1,0,0,0,0,0,0,1,0,3,5
2975,1976,Graduation,Together,"? 85,606",0,1,12-11-2012,89,0,717,42,864,219,30,84,2,1,0,0,0,0,0,6,7,9,3
2894,1985,Graduation,Single,"? 72,903",0,0,29-10-2013,74,0,1067,138,750,0,19,39,1,1,0,0,1,1,1,7,5,8,4
7613,1974,2N Cycle,Together,"? 49,669",1,0,24-05-2014,97,0,166,5,107,11,8,29,2,0,0,0,0,0,0,5,1,6,6
10542,1968,Phd,Married,"? 36,778",1,1,05-08-2012,63,0,29,4,34,2,4,4,3,0,0,0,0,0,0,3,0,3,9
8015,1962,Phd,Divorced,"? 85,696",0,0,03-05-2013,88,0,714,76,395,116,0,12,1,0,0,0,0,0,1,4,6,9,1
10617,1989,Master,Divorced,"? 10,979",0,0,22-05-2014,34,0,8,4,10,2,2,4,2,0,0,0,0,0,0,3,0,3,5
11166,1961,Graduation,Married,"? 49,678",0,1,02-02-2013,81,0,229,5,56,3,2,20,2,0,0,0,0,0,0,6,2,4,7
849,1953,Master,Together,"? 56,129",0,1,20-06-2013,65,0,320,48,133,39,72,48,4,0,0,0,0,0,0,6,2,10,4
523,1989,Graduation,Married,"? 37,155",1,0,31-01-2013,51,0,23,0,26,7,15,3,1,0,0,0,0,0,0,2,0,4,5
4066,1978,2N Cycle,Divorced,"? 21,282",1,0,11-05-2014,76,0,1,5,8,4,8,20,2,0,0,0,0,0,0,2,1,2,6
8414,1962,Phd,Single,"? 33,419",0,1,17-08-2013,76,0,56,0,12,0,0,18,2,0,0,0,0,0,0,2,0,4,7
819,1945,Graduation,Widow,"? 63,285",0,0,05-11-2013,84,0,508,124,249,50,38,134,1,0,0,0,0,0,0,6,5,13,3
4961,1974,Master,Together,"? 21,255",1,0,21-01-2014,56,0,29,0,25,2,2,3,4,0,0,0,0,0,0,2,1,4,4
749,1981,Graduation,Together,"? 42,162",1,0,19-11-2013,31,0,46,7,59,2,4,27,2,0,0,1,0,0,1,3,1,3,6
5430,1956,Graduation,Together,"? 54,450",1,1,14-09-2012,0,0,454,0,171,8,19,32,12,0,0,0,0,0,0,9,2,8,8
7755,1954,Phd,Married,"? 57,744",0,1,12-11-2013,91,0,350,3,39,0,0,19,2,0,0,0,0,0,0,9,1,4,8
10525,1986,Graduation,Single,"? 26,576",1,0,13-10-2012,40,0,10,0,8,0,0,9,1,0,0,1,0,0,1,1,0,2,9
1453,1943,Phd,Widow,"? 57,513",0,0,06-07-2013,59,0,735,40,183,52,20,30,2,0,0,0,0,0,0,9,3,13,6
8310,1964,Graduation,Together,"? 68,142",0,1,29-08-2012,96,0,897,126,196,91,112,37,3,0,0,0,0,0,0,10,4,7,6
10710,1979,Graduation,Married,"? 7,500",0,1,29-08-2012,61,0,5,2,3,3,0,5,1,0,0,0,0,0,0,1,0,2,8
5031,1974,Graduation,Together,"? 83,145",0,0,22-09-2012,14,0,777,35,731,39,137,114,1,0,0,0,0,1,1,5,9,11,2
2613,1960,Master,Married,"? 54,197",0,1,03-04-2014,16,0,162,6,37,6,13,13,2,0,0,0,0,0,0,1,3,6,1
213,1963,Phd,Single,"? 23,091",1,1,28-05-2014,98,0,35,0,11,0,0,2,4,0,0,0,0,0,0,2,1,3,7
967,1976,Graduation,Married,"? 46,049",1,1,21-07-2013,11,0,342,9,112,19,14,19,10,0,0,0,0,0,1,5,2,9,7
1077,1974,Graduation,Together,"? 56,715",0,0,05-12-2012,52,0,258,105,239,237,172,9,1,0,0,0,0,0,0,7,3,4,4
7959,1961,Graduation,Married,"? 79,410",0,0,29-05-2014,19,0,658,80,483,123,13,13,1,0,0,0,0,0,0,3,2,5,1
640,1951,Graduation,Married,"? 57,304",0,1,11-03-2013,61,0,356,80,329,138,17,106,2,0,0,0,0,0,0,7,6,10,5
4252,1965,Graduation,Married,"? 44,375",0,1,23-03-2014,73,0,213,5,28,7,7,41,1,0,0,0,0,0,0,4,1,6,5
8432,1956,Graduation,Together,"? 54,450",1,1,14-09-2012,0,0,454,0,171,8,19,32,12,0,0,0,0,0,0,9,2,8,8
6218,1965,Graduation,Married,"? 59,594",0,1,20-10-2012,74,0,457,4,29,0,0,9,1,0,0,0,1,0,0,8,1,7,7
6905,1994,Graduation,Together,"? 80,685",0,0,22-08-2012,55,0,241,45,604,34,26,54,1,0,0,0,0,0,0,6,4,10,2
5922,1974,Phd,Married,"? 40,344",0,1,13-10-2013,48,0,210,0,6,0,0,2,2,0,0,0,0,0,0,4,1,5,7
3598,1972,Graduation,Married,"? 62,710",0,1,23-05-2013,53,0,441,35,83,7,29,11,4,0,0,0,0,0,0,4,2,12,4
6116,1968,2N Cycle,Married,"? 48,985",0,1,05-07-2013,13,0,19,13,18,10,7,8,1,0,0,0,0,0,0,1,1,3,3
6263,1968,Graduation,Together,"? 35,322",1,2,22-08-2012,34,0,28,9,37,12,7,13,3,0,0,0,0,0,0,2,0,4,8
10486,1948,Graduation,Married,"? 77,142",0,0,29-05-2013,54,0,476,75,162,29,151,97,1,0,0,0,0,0,0,4,4,8,2
2410,1969,Graduation,Single,"? 81,657",0,0,22-01-2014,69,0,364,40,425,158,60,50,1,0,0,0,0,0,0,3,4,8,1
193,1996,Basic,Married,"? 14,421",0,0,17-02-2014,81,0,0,0,2,3,3,8,1,0,0,1,0,0,0,1,0,2,5
3363,1974,2N Cycle,Married,"? 20,130",0,0,17-03-2014,99,0,0,6,3,7,6,12,1,0,0,0,0,0,0,1,0,3,8
8278,1990,Phd,Married,"? 74,214",0,0,26-08-2012,3,0,863,83,547,86,99,33,1,0,0,0,0,0,0,8,2,5,5
10660,1957,Master,Married,"? 66,726",1,1,12-01-2014,61,0,349,7,35,0,0,47,3,0,0,0,1,0,0,8,2,4,7
8686,1979,Basic,Together,"? 23,724",1,0,08-01-2013,65,0,5,23,15,0,18,14,2,0,0,0,0,0,0,2,0,3,8
1604,1960,Master,Married,"? 47,353",0,1,13-11-2013,93,0,184,2,19,8,8,4,3,0,0,0,0,0,0,2,2,6,5
5907,1952,Master,Married,"? 33,444",1,1,03-11-2012,24,0,8,0,8,0,0,2,1,0,0,0,0,0,0,1,0,2,8
10669,1981,Graduation,Married,"? 54,386",0,1,17-05-2013,8,0,277,21,64,62,21,25,2,0,0,0,0,0,0,3,2,10,3
2918,1981,Graduation,Divorced,"? 28,510",1,1,13-04-2013,72,0,44,5,19,0,4,19,3,0,0,0,0,0,0,2,0,4,5
5735,1991,Master,Single,"? 90,638",0,0,13-02-2014,29,0,1156,120,915,94,144,96,1,0,0,0,0,1,0,3,4,10,1
359,1950,Graduation,Together,"? 48,070",0,1,13-01-2013,33,1,373,14,83,6,9,19,3,0,0,0,0,0,0,8,2,6,7
8387,1957,Graduation,Married,"? 43,140",0,1,05-01-2013,68,0,134,8,76,6,0,11,1,0,0,0,0,0,0,4,1,5,6
1829,1961,Phd,Divorced,"? 54,959",0,1,19-01-2013,55,0,1148,0,60,0,0,24,3,0,0,0,1,0,1,9,5,4,7
3839,1958,Basic,Single,"? 15,056",1,1,03-05-2013,76,0,6,12,3,21,6,40,5,0,0,0,0,0,0,2,2,3,5
9392,1971,Graduation,Single,"? 26,954",1,0,08-05-2014,17,0,4,1,11,0,0,1,1,0,0,0,0,0,0,1,0,2,7
2292,1985,Graduation,Single,"? 22,327",1,0,02-08-2013,94,0,5,4,8,2,0,5,1,0,0,0,0,0,0,1,0,3,5
10466,1965,Graduation,Married,"? 44,393",1,1,22-08-2013,86,0,24,2,20,2,2,10,2,0,0,0,0,0,0,1,0,4,4
9855,1952,Phd,Single,"? 62,000",0,1,25-08-2013,25,0,899,0,101,0,0,20,1,1,0,0,0,0,0,6,6,13,4
4088,1962,Phd,Together,"? 31,497",0,1,06-12-2012,22,0,108,1,28,13,1,4,2,0,0,0,0,0,0,3,1,4,8
5231,1974,2N Cycle,Married,"? 45,894",0,2,27-02-2014,15,0,27,2,7,0,2,13,1,0,0,0,0,0,0,1,0,3,5
590,1970,Master,Divorced,"? 78,579",0,0,22-12-2012,35,0,816,66,549,216,66,99,1,0,0,0,0,0,1,5,6,4,3
8732,1969,Master,Widow,"? 67,369",0,1,17-11-2012,81,0,1298,0,70,37,14,42,4,0,0,0,1,1,1,7,4,10,4
2315,1960,Graduation,Divorced,"? 58,401",0,1,20-04-2014,55,0,10,0,11,17,29,29,1,0,0,0,0,0,0,1,2,2,4
3515,1952,Graduation,Single,"? 62,307",0,1,17-02-2014,94,0,87,13,34,10,6,10,1,0,0,0,0,0,0,4,0,4,5
2245,1969,Master,Married,"? 43,641",1,1,22-04-2013,50,0,57,2,51,4,2,23,3,0,0,0,0,0,0,2,1,4,6
6283,1968,Master,Divorced,"? 63,841",0,1,21-04-2013,64,0,635,15,100,20,7,131,1,0,0,0,0,0,0,9,3,9,6
2246,1965,2N Cycle,Married,"? 46,891",0,1,01-09-2013,91,0,43,12,23,29,15,61,1,0,0,0,0,0,0,2,1,4,4
6606,1969,Master,Married,"? 70,091",1,0,31-03-2013,11,0,964,34,137,15,0,11,2,0,0,0,1,0,0,5,2,10,8
5545,1972,Phd,Married,"? 78,075",0,0,05-04-2014,72,0,572,8,259,34,35,80,1,0,0,0,0,0,0,3,5,5,1
7342,1961,2N Cycle,Widow,"? 59,184",0,1,09-09-2012,6,0,341,142,113,259,151,66,3,0,0,0,0,0,0,6,6,12,5
837,1977,Graduation,Married,"? 54,809",1,1,11-09-2013,0,0,63,6,57,13,13,22,4,0,0,0,0,0,0,2,1,5,4
9500,1959,Graduation,Married,"? 58,113",0,1,25-01-2013,66,1,221,104,169,102,78,84,3,0,0,0,0,0,0,9,2,8,7
3602,1958,Master,Married,"? 51,412",0,1,31-12-2013,42,0,140,3,29,4,5,14,2,0,0,0,0,0,0,3,2,4,4
234,1979,Graduation,Divorced,"? 15,287",1,0,10-10-2012,60,0,1,2,8,4,3,13,2,0,0,1,0,0,1,1,1,2,7
2995,1957,Master,Together,"? 66,636",0,0,17-08-2013,64,0,291,10,689,84,10,0,1,0,0,0,0,0,0,3,4,9,1
1118,1956,Master,Married,"? 50,965",0,1,20-02-2013,87,0,544,13,85,8,6,29,3,0,0,1,0,0,0,10,4,5,8
7789,1965,Phd,Married,"? 84,618",0,0,22-11-2013,96,0,684,100,801,21,66,0,1,0,0,0,0,1,0,6,9,10,2
3068,1990,Graduation,Married,"? 18,351",0,0,29-10-2013,1,0,1,12,9,0,14,7,1,0,0,0,0,0,0,2,0,3,7
8955,1957,Phd,Together,"? 40,451",0,2,16-02-2014,54,0,35,0,4,0,0,10,1,0,0,1,0,0,0,1,1,2,5
945,1965,Graduation,Together,"? 36,317",0,1,22-05-2013,53,0,87,3,25,3,2,13,2,0,0,0,0,0,0,3,0,4,7
5644,1957,Graduation,Together,"? 42,213",0,1,12-10-2013,96,0,309,3,24,4,3,20,2,0,0,0,1,0,0,5,1,7,7
7192,1955,Graduation,Together,"? 65,748",0,1,15-04-2013,58,1,172,73,93,95,78,34,2,0,0,0,0,0,0,2,4,10,1
2324,1972,Graduation,Together,"? 77,044",0,1,27-10-2013,12,0,625,38,242,50,34,76,2,0,0,1,0,0,0,7,11,11,4
697,1969,Graduation,Together,"? 74,918",0,0,12-03-2013,78,0,972,59,913,25,19,59,1,0,0,0,0,1,0,5,9,6,3
3439,1972,Graduation,Married,"? 56,721",1,1,31-10-2012,64,0,157,6,39,6,13,75,5,0,0,0,0,0,0,4,1,5,6
1506,1975,Graduation,Single,"? 42,160",1,1,28-06-2013,26,0,48,9,45,3,15,20,4,0,0,0,0,0,1,2,1,4,6
232,1965,Graduation,Single,"? 61,559",0,1,17-07-2013,8,0,279,83,88,32,14,34,1,0,0,0,0,0,0,4,2,10,3
8876,1963,Phd,Together,"? 33,629",1,1,08-08-2012,49,0,132,0,16,0,0,4,5,0,0,0,0,0,0,3,1,4,9
4500,1991,Phd,Together,"? 68,682",0,0,06-10-2013,56,0,919,0,505,99,30,45,1,0,0,0,0,0,0,4,9,10,2
9739,1963,Graduation,Single,"? 34,377",0,1,19-01-2013,55,0,62,0,22,3,1,26,2,0,0,0,0,0,0,2,2,2,7
10395,1986,Basic,Single,"? 8,940",1,0,22-08-2012,25,0,1,45,3,4,6,42,3,0,0,0,0,0,0,3,1,3,8
1176,1973,Graduation,Married,"? 26,228",1,0,22-09-2013,50,0,2,6,4,3,1,9,1,0,0,0,0,0,0,1,0,2,8
1627,1957,2N Cycle,Divorced,"? 77,297",0,0,26-01-2013,84,0,408,61,109,48,122,41,1,1,0,0,0,0,0,5,7,9,4
938,1981,Graduation,Married,"? 40,211",1,1,30-07-2013,30,0,51,1,7,2,1,25,2,0,0,1,0,0,0,2,1,2,8
2740,1958,Phd,Widow,"? 33,438",1,1,22-09-2013,81,0,62,1,16,3,2,6,4,0,0,0,0,0,0,2,1,4,5
257,1959,Phd,Married,"? 75,032",0,1,28-04-2013,74,0,952,12,180,47,12,12,2,0,0,0,0,0,0,5,4,9,3
4058,1955,Phd,Single,"? 61,284",0,0,12-10-2013,76,0,618,15,106,20,7,45,1,0,0,0,1,0,0,11,2,8,6
7736,1986,Graduation,Married,"? 22,518",1,0,22-10-2012,36,0,11,7,12,2,2,27,2,0,0,1,0,0,1,2,1,2,5
8210,1975,Master,Married,"? 54,730",0,1,15-08-2013,64,0,318,3,17,4,7,56,5,0,0,0,0,0,0,4,1,8,4
833,1955,Master,Married,"? 38,452",1,1,30-03-2014,62,0,56,0,14,0,0,2,3,0,0,0,0,0,0,3,0,3,7
6230,1971,Graduation,Divorced,"? 44,421",1,1,15-02-2013,53,0,110,5,59,7,1,7,5,0,0,0,0,0,0,5,0,4,8
7325,1986,Phd,Together,"? 38,197",1,0,29-06-2013,86,0,23,0,11,2,1,3,1,0,0,0,0,0,0,1,0,3,5
1307,1978,Graduation,Divorced,"? 41,986",0,1,09-02-2014,15,0,27,5,8,8,3,12,3,0,0,0,0,0,0,3,0,4,4
1502,1983,Graduation,Together,"? 28,427",1,0,21-03-2013,67,0,18,3,19,3,3,6,2,0,0,0,0,0,0,2,0,3,8
6211,1976,Phd,Together,"? 37,395",1,0,02-05-2014,47,0,18,0,9,0,1,11,1,0,0,0,0,0,0,1,0,3,6
843,1971,Graduation,Married,"? 64,722",1,0,26-05-2014,47,0,303,0,280,60,147,15,4,0,0,0,0,0,0,8,2,11,6
4174,1956,Master,Together,"? 55,249",0,1,17-04-2014,81,0,97,1,19,2,0,11,1,0,0,0,0,0,0,2,1,4,3
9757,1972,Graduation,Together,"? 84,906",0,0,04-10-2013,98,0,997,15,414,99,30,76,1,0,1,0,1,1,0,5,6,12,2
6918,1989,Graduation,Married,"? 28,691",1,0,04-07-2013,56,0,5,4,13,8,0,4,1,0,0,0,0,0,0,1,0,3,8
286,1952,Graduation,Single,"? 44,213",1,1,29-11-2013,48,0,95,11,35,0,4,7,4,0,0,0,0,0,0,2,1,5,6
11086,1984,Basic,Single,"? 25,707",1,0,18-01-2014,18,0,1,6,2,3,6,3,1,0,0,0,0,0,0,1,0,3,7
1921,1967,Phd,Married,"? 59,062",2,1,03-10-2013,74,0,46,1,12,3,0,9,2,0,0,0,0,0,0,2,0,3,4
4138,1962,Graduation,Single,"? 76,624",0,1,24-05-2014,68,0,411,106,147,54,115,66,1,0,0,1,0,0,0,5,10,7,1
7718,1947,Master,Together,"? 66,000",0,0,20-04-2014,36,0,244,51,270,101,0,45,1,0,0,0,0,0,0,1,3,5,1
1291,1978,Phd,Together,"? 27,683",1,0,04-08-2012,90,0,152,9,121,12,12,45,4,0,0,0,0,0,0,6,2,4,8
6862,1971,Graduation,Divorced,"? 1,730",0,0,18-05-2014,65,0,1,1,3,1,1,1,15,0,0,0,0,0,0,0,0,0,20
4136,1992,Basic,Single,"? 7,500",1,0,03-12-2012,63,0,10,17,18,8,26,40,4,0,0,0,0,0,0,3,2,2,9
803,1968,Graduation,Together,"? 40,521",1,1,05-04-2013,82,0,12,0,5,0,0,4,1,0,0,0,0,0,0,0,1,2,5
4298,1973,Phd,Together,"? 20,427",1,0,24-03-2014,63,0,5,0,4,0,0,1,1,0,0,0,0,0,0,1,0,2,8
10833,1975,Graduation,Married,"? 65,106",0,1,24-05-2014,55,0,790,19,133,12,0,19,3,0,0,0,1,0,0,8,3,13,6
9606,1965,Phd,Married,"? 69,969",0,0,27-08-2013,64,0,882,29,514,38,29,44,1,1,0,0,0,1,1,4,2,6,3
8534,1952,Graduation,Married,"? 67,433",0,2,16-07-2013,51,0,615,28,259,12,48,30,4,0,0,0,1,0,0,6,5,13,4
5153,1967,Phd,Married,"? 77,766",0,1,22-02-2013,97,0,1004,59,265,115,59,27,2,0,0,1,0,0,1,11,10,11,6
961,1972,Graduation,Married,"? 74,716",0,1,12-09-2013,92,0,133,27,421,13,195,71,2,0,0,0,0,0,0,7,3,5,4
5011,1963,Graduation,Divorced,"? 68,118",0,1,18-10-2013,51,0,595,23,123,10,23,154,2,0,0,0,0,0,0,8,9,4,6
6653,1970,Phd,Married,"? 55,158",1,1,30-07-2012,72,0,293,0,87,4,11,23,4,0,0,0,0,0,1,7,2,5,7
9094,1955,2N Cycle,Married,"? 62,972",0,1,03-08-2012,39,0,313,15,47,20,0,192,2,0,0,0,0,0,1,7,4,3,6
810,1975,Graduation,Married,"? 74,190",0,1,12-05-2014,49,0,151,81,86,168,91,64,2,0,0,0,0,0,0,4,2,11,2
5493,1976,Graduation,Married,"? 39,356",1,1,19-03-2014,21,0,15,0,2,0,0,6,1,0,0,1,0,0,0,1,0,2,6
2147,1969,Graduation,Together,"? 76,653",0,0,16-08-2013,91,0,736,63,946,219,189,126,1,1,0,0,0,1,0,4,7,11,2
5107,1973,Phd,Divorced,"? 35,860",1,1,19-05-2014,37,0,15,0,8,4,2,20,2,0,0,1,0,0,0,1,1,2,5
3979,1983,Phd,Divorced,"? 90,687",0,0,22-05-2013,98,0,982,17,672,23,34,51,1,0,0,0,0,1,1,6,2,8,2
6049,1982,Master,Together,"? 73,450",0,0,05-12-2013,85,0,1142,51,415,90,69,37,1,1,0,1,0,0,0,7,8,11,3
8147,1960,Graduation,Married,"? 31,454",1,1,06-07-2013,40,0,28,0,11,0,0,9,3,0,0,0,0,0,0,2,0,3,8
1857,1952,Graduation,Single,"? 47,139",1,1,06-03-2014,2,0,46,0,12,0,2,23,2,0,0,0,0,0,1,2,1,2,7
3910,1975,Graduation,Divorced,"? 83,829",0,0,08-10-2013,78,0,897,161,430,186,161,27,0,1,0,1,0,1,1,4,7,6,1
5207,1963,Phd,Married,"? 53,378",1,1,24-09-2012,41,0,489,6,152,8,6,132,10,0,0,0,0,0,1,9,4,6,8
11114,1970,Graduation,Together,"? 19,656",1,0,08-02-2013,94,0,25,4,9,6,8,32,3,0,0,0,0,0,0,2,1,3,7
5429,1948,Phd,Married,"? 45,579",0,1,20-08-2013,10,0,145,1,33,2,1,1,1,0,0,0,0,0,0,4,1,4,6
9400,1958,2N Cycle,Single,"? 85,485",0,0,21-06-2014,73,0,630,26,611,44,18,54,1,0,0,0,0,0,0,6,6,6,2
1740,1944,Graduation,Married,"? 55,956",0,0,07-04-2014,22,0,760,38,104,50,9,38,2,0,0,0,1,0,0,7,3,4,4
7488,1963,Master,Single,"? 64,191",0,1,22-01-2013,30,0,420,15,186,151,38,15,3,0,0,0,0,0,0,5,3,13,3
195,1972,Graduation,Single,"? 38,808",1,0,26-08-2012,21,0,125,17,52,3,19,30,4,0,0,1,0,0,1,5,1,4,8
635,1966,Master,Married,"? 57,183",1,1,19-03-2013,51,0,464,5,64,7,0,70,8,0,0,0,0,0,0,9,1,7,8
7527,1968,Master,Divorced,"? 23,748",1,0,21-11-2012,97,0,6,6,29,12,15,8,3,0,0,0,0,0,0,2,1,3,8
10319,1971,Graduation,Married,"? 66,303",0,1,26-02-2013,56,0,1090,12,96,16,12,60,4,0,0,0,1,0,0,3,4,11,8
2296,1975,Master,Married,"? 37,368",1,0,16-12-2013,4,0,3,2,11,2,2,10,1,0,0,1,0,0,0,1,0,2,6
10637,1964,Graduation,Married,"? 40,800",1,2,01-01-2013,77,1,24,0,27,8,30,10,2,0,0,0,0,0,0,3,0,3,7
2931,1978,Graduation,Divorced,"? 71,847",0,0,21-09-2012,95,0,737,21,106,55,63,210,0,1,0,0,0,0,0,6,7,9,3
907,1975,Graduation,Married,"? 46,149",0,1,29-11-2013,36,0,254,6,71,4,0,27,5,0,0,0,0,0,0,5,1,7,5
3698,1983,Graduation,Together,"? 78,687",0,0,09-08-2012,13,0,817,185,687,145,55,241,1,0,0,0,0,1,1,4,6,8,2
9516,1971,2N Cycle,Divorced,"? 49,118",0,0,18-08-2012,90,0,620,54,239,99,98,119,2,0,1,0,1,0,1,9,7,10,7
679,1957,Phd,Married,"? 37,633",1,1,20-09-2012,49,0,13,4,20,0,0,1,2,0,0,0,0,0,0,1,0,3,9
7384,1951,Master,Together,"? 39,767",0,0,21-07-2013,18,0,113,61,204,34,26,47,2,0,0,0,0,0,0,7,1,7,8
5043,1951,Basic,Married,"? 26,997",0,0,05-11-2012,89,0,7,23,78,133,49,144,2,0,0,0,0,0,0,4,2,5,7
5267,1970,Graduation,Divorced,"? 33,986",1,0,14-03-2013,43,0,16,2,18,2,1,5,1,0,0,0,0,0,0,1,0,3,7
339,1972,Phd,Married,"? 57,091",0,1,23-11-2012,82,0,462,0,24,6,0,4,2,0,0,0,1,0,1,9,2,5,7
2516,1969,2N Cycle,Married,"? 46,831",1,1,08-06-2013,84,0,22,2,10,6,4,34,2,0,0,0,0,0,0,1,2,2,4
9010,1972,Master,Married,"? 83,151",0,0,10-02-2013,80,0,968,147,842,137,42,210,1,1,0,1,0,1,1,5,7,10,2
378,1971,Graduation,Married,"? 52,531",0,0,30-12-2012,68,0,283,112,151,51,72,125,2,0,0,0,0,0,0,7,2,10,6
4808,1956,Graduation,Married,"? 15,759",0,0,05-09-2013,12,0,1,2,5,6,0,3,1,0,0,0,0,0,0,1,0,2,7
5068,1971,Graduation,Single,"? 22,804",1,0,31-07-2013,75,0,14,1,7,2,1,1,1,0,0,0,0,0,0,2,0,2,9
7628,1973,2N Cycle,Married,"? 43,050",1,0,18-03-2014,10,0,30,5,24,6,3,8,2,0,0,0,0,0,0,2,0,4,5
7128,1977,Phd,Single,"? 42,997",1,1,07-12-2013,91,0,4,0,5,0,1,5,1,0,0,0,0,0,0,1,0,2,7
2811,1963,Phd,Single,"? 48,918",1,1,12-04-2014,21,0,52,0,9,0,0,1,2,0,0,0,0,0,0,1,0,4,4
3551,1954,Master,Together,"? 60,033",0,1,29-03-2014,28,0,62,1,57,19,11,48,2,0,0,0,0,0,0,2,1,5,2
1663,1978,Phd,Together,"? 34,043",1,0,25-10-2013,97,0,20,2,14,3,0,10,1,0,0,0,0,0,0,2,0,2,9
5543,1966,Graduation,Together,"? 57,811",0,1,24-06-2013,49,0,545,7,114,37,21,78,5,0,0,0,1,0,0,7,2,11,5
1577,1946,Graduation,Married,"? 78,569",0,0,19-02-2014,14,0,558,79,622,207,175,95,1,0,0,0,0,1,1,4,6,4,1
10641,1978,Graduation,Single,"? 7,500",1,1,27-12-2012,5,0,6,5,4,13,4,25,4,0,0,0,0,0,0,2,1,3,6
5336,1971,Master,Together,"? 1,57,733",1,0,04-06-2013,37,0,39,1,9,2,0,8,0,0,0,0,0,0,0,1,0,1,1
6024,1953,Graduation,Together,"? 94,384",0,0,04-03-2013,62,0,1111,24,790,160,45,172,0,1,0,0,1,1,1,5,8,5,2
1878,1985,2N Cycle,Married,"? 23,148",0,0,18-02-2014,83,0,4,6,8,6,3,10,1,0,0,0,0,0,0,2,0,3,7
3099,1970,Graduation,Divorced,"? 44,267",1,1,25-02-2013,48,0,183,5,65,3,5,49,5,0,0,0,0,0,0,5,2,4,9
6055,1979,Graduation,Married,"? 71,626",0,0,01-11-2012,94,0,546,72,376,94,145,72,1,0,0,0,1,0,0,5,5,8,3
5841,1966,Graduation,Together,"? 60,894",0,1,28-06-2013,61,0,606,7,155,10,0,54,5,0,0,0,0,0,0,10,3,8,7
3972,1976,Graduation,Together,"? 50,200",1,1,03-04-2013,70,0,266,6,51,8,6,64,6,0,0,0,0,0,0,7,1,5,8
4394,1965,Phd,Married,"? 81,051",0,0,23-05-2014,43,0,1142,29,249,38,29,14,1,0,0,0,1,1,0,5,5,12,2
5758,1982,Graduation,Married,"? 65,169",0,0,14-01-2014,23,0,1074,0,69,0,0,46,1,1,1,1,0,1,1,10,4,13,6
6658,1972,Graduation,Together,"? 59,868",0,1,22-07-2013,37,0,771,51,154,54,10,154,7,0,0,0,0,0,0,11,2,12,6
4603,1960,Phd,Married,"? 65,695",0,1,31-01-2014,50,0,371,32,189,0,58,6,2,0,0,0,0,0,0,5,4,10,4
8427,1956,Master,Single,"? 64,857",0,0,23-11-2012,78,0,556,14,717,210,0,43,1,0,0,0,0,0,0,7,5,10,4
10260,1965,Master,Together,"? 45,143",0,1,26-08-2013,74,0,202,5,74,11,5,14,3,0,0,0,0,0,0,6,1,5,7
7143,1955,2N Cycle,Together,"? 74,805",0,1,06-11-2013,14,0,209,162,209,41,162,37,5,0,0,0,0,0,0,4,7,10,2
8789,1989,2N Cycle,Married,"? 59,060",1,0,11-01-2014,77,0,35,40,111,36,40,12,3,0,0,0,0,0,0,3,1,7,4
6197,1962,Phd,Single,"? 27,238",1,1,20-04-2013,39,0,37,0,17,0,0,3,3,0,0,0,0,0,0,3,0,3,9
4554,1965,Graduation,Together,"? 47,009",0,1,01-10-2013,89,0,171,45,73,59,10,90,4,0,0,0,0,0,0,3,2,8,4
4937,1973,2N Cycle,Married,"? 46,094",1,1,10-06-2014,62,0,12,2,20,3,2,5,1,0,0,0,0,0,0,1,0,3,7
1920,1972,Graduation,Married,"? 40,321",1,1,29-07-2013,59,0,44,4,21,6,0,27,2,0,0,0,0,0,0,3,0,3,7
8749,1984,Graduation,Together,"? 37,235",1,0,01-02-2014,68,0,20,2,9,4,6,20,1,0,0,0,0,0,0,1,1,2,4
1650,1960,Master,Married,"? 81,843",0,0,22-04-2013,13,0,779,86,537,34,69,138,1,0,0,0,0,0,0,5,9,12,3
10377,1958,Master,Together,"? 46,692",0,1,06-06-2013,37,0,170,6,97,24,12,88,3,0,0,0,0,0,0,6,1,5,6
9206,1968,Graduation,Together,"? 77,382",0,1,07-01-2014,36,0,491,48,231,112,105,134,2,0,0,0,0,1,0,5,7,12,1
